Nom,Match_Date,Home_Team,Away_Team,Rating,Minutes_Played,distanceRun,sprints,kpi_work_rate,Goals,Assists,Expected_Goals,Expected_Assists,Accurate_Passes,Total_Passes,Key_Passes,Tackles,Interceptions,Clearances,Ball_Recovery,Touches,Successful_Dribbles,kpi_explosivity
Moi Gómez,2026-01-13,Real Sociedad,Osasuna,5.9,71,7648.0,14.0,107.72,0,0,0.0,0.0,20,26,0,0,0,0,2,40,0.0,1.83
Moi Gómez,2026-01-17,Osasuna,Real Oviedo,6.9,64,6992.0,15.0,109.25,0,0,0.04,0.03,27,32,0,0,2,0,8,41,0.0,2.15
Moi Gómez,2026-01-24,Rayo Vallecano,Osasuna,,0,,,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0
Moi Gómez,2026-01-31,Osasuna,Villarreal,,0,,,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0
Moi Gómez,2026-02-06,Celta Vigo,Osasuna,6.6,11,1222.0,4.0,111.09,0,0,0.0,0.0,4,5,0,0,1,0,3,7,0.0,3.27
Moi Gómez,2026-02-13,Elche,Osasuna,,0,,,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0
Moi Gómez,2026-02-21,Osasuna,Real Madrid,,0,,,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0
Moi Gómez,2026-03-01,Valencia,Osasuna,6.4,9,1083.0,2.0,120.33,0,0,0.02,0.02,15,20,0,0,0,0,3,24,0.0,1.85
Moi Gómez,2026-03-07,Osasuna,Mallorca,7.5,13,1520.0,2.0,116.92,0,0,0.1,0.16,19,20,2,0,0,0,3,28,0.0,1.32
Moi Gómez,2026-03-15,Real Sociedad,Osasuna,6.7,45,4943.0,9.0,109.84,0,0,0.0,0.06,25,27,1,0,0,0,6,34,0.0,1.82
Moi Gómez,2026-03-21,Osasuna,Girona FC,,0,,,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0
Moi Gómez,2026-04-05,Deportivo Alavés,Osasuna,,0,,,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0
Moi Gómez,2026-04-12,Osasuna,Real Betis,,0,,,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0
Moi Gómez,2026-04-21,Athletic Club,Osasuna,6.6,15,1638.0,3.0,109.2,0,0,0.0,0.01,9,10,0,0,0,0,0,15,0.0,1.83
Moi Gómez,2026-04-26,Osasuna,Sevilla,7.2,19,2142.0,4.0,112.74,0,0,0.0,0.27,21,22,2,0,0,0,3,26,0.0,1.87
