Nom,Match_Date,Home_Team,Away_Team,Rating,Minutes_Played,distanceRun,sprints,kpi_work_rate,Goals,Assists,Expected_Goals,Expected_Assists,Accurate_Passes,Total_Passes,Key_Passes,Tackles,Interceptions,Clearances,Ball_Recovery,Touches,Successful_Dribbles,kpi_explosivity
Pierre Lees Melou,2025-10-19,RC Lens,Paris FC,7.4,82,8933.0,19.0,108.94,1,0,0.14,0.22,32,45,0,0,2,0,5,62,0,2.13
Pierre Lees Melou,2025-10-24,Paris FC,Nantes,7.1,90,9786.0,19.0,108.73,0,0,0.08,0.04,47,54,2,0,1,0,3,71,0,1.94
Pierre Lees Melou,2025-10-29,Paris FC,Olympique Lyonnais,7.3,82,8920.0,17.0,108.78,0,0,0.05,0.05,42,47,0,0,1,0,5,59,0,1.91
Pierre Lees Melou,2025-11-01,AS Monaco,Paris FC,6.9,90,9764.0,22.0,108.49,0,0,0.15,0.01,30,39,0,0,3,0,5,60,0,2.25
Pierre Lees Melou,2025-11-07,Paris FC,Stade Rennais,6.3,87,9315.0,17.0,107.07,0,0,0.1,0.01,18,24,0,0,0,0,3,34,0,1.83
Pierre Lees Melou,2025-11-23,Lille,Paris FC,6.8,74,8063.0,14.0,108.96,0,0,0.0,0.02,28,35,1,0,0,0,7,49,0,1.74
Pierre Lees Melou,2026-02-14,Paris FC,RC Lens,5.8,9,1041.0,2.0,115.67,0,0,0.0,0.0,12,14,0,0,0,0,2,17,0,1.92
Pierre Lees Melou,2026-02-21,Toulouse,Paris FC,7.0,90,9781.0,19.0,108.68,0,0,0.07,0.0,29,38,0,0,1,0,7,58,0,1.94
Pierre Lees Melou,2026-03-01,Paris FC,Nice,7.8,90,9735.0,19.0,108.17,0,0,0.16,0.05,27,33,1,0,1,0,6,50,0,1.95
Pierre Lees Melou,2026-03-08,Olympique Lyonnais,Paris FC,6.7,90,9727.0,19.0,108.08,0,0,0.12,0.08,33,42,1,0,1,0,4,54,0,1.95
Pierre Lees Melou,2026-03-15,RC Strasbourg,Paris FC,7.0,90,9739.0,17.0,108.21,0,0,0.03,0.01,33,41,0,0,0,0,5,54,0,1.75
Pierre Lees Melou,2026-03-22,Paris FC,Le Havre,8.0,90,9752.0,19.0,108.36,0,0,0.07,0.65,28,40,2,0,1,0,5,57,0,1.95
Pierre Lees Melou,2026-04-05,Lorient,Paris FC,6.5,90,9853.0,23.0,109.48,0,0,0.0,0.16,52,65,1,0,4,0,5,81,0,2.33
Pierre Lees Melou,2026-04-10,Paris FC,AS Monaco,6.9,90,9744.0,19.0,108.27,0,0,0.0,0.01,27,35,0,0,1,0,4,58,0,1.95
Pierre Lees Melou,2026-04-26,Paris FC,Lille,6.6,85,9214.0,18.0,108.4,0,0,0.0,0.02,36,42,0,0,1,0,5,54,0,1.95
