Nom,Match_Date,Home_Team,Away_Team,Rating,Minutes_Played,distanceRun,sprints,kpi_work_rate,Goals,Assists,Expected_Goals,Expected_Assists,Accurate_Passes,Total_Passes,Key_Passes,Tackles,Interceptions,Clearances,Ball_Recovery,Touches,Successful_Dribbles,kpi_explosivity
Anthony Elanga,2026-02-18,Qarabağ FK,Newcastle United,6.2,68,7329.0,13.0,107.78,0,0,0.02,0.15,15,25,2,0,0,0,2,39,0,1.77
Anthony Elanga,2026-02-21,Manchester City,Newcastle United,6.5,78,8333.0,15.0,106.83,0,0,0.01,0.04,17,20,0,0,0,0,2,28,0,1.8
Anthony Elanga,2026-02-24,Newcastle United,Qarabağ FK,,0,,,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0
Anthony Elanga,2026-02-28,Newcastle United,Everton,6.7,56,6027.0,11.0,107.62,0,0,0.03,0.01,15,16,0,0,0,0,1,32,0,1.83
Anthony Elanga,2026-03-04,Newcastle United,Manchester United,7.7,84,9017.0,16.0,107.35,0,0,0.07,0.29,20,22,2,0,0,0,4,35,0,1.77
Anthony Elanga,2026-03-07,Newcastle United,Manchester City,6.6,62,6636.0,12.0,107.03,0,0,0.0,0.0,10,15,0,0,0,0,3,21,0,1.81
Anthony Elanga,2026-03-10,Newcastle United,FC Barcelona,7.1,67,7178.0,13.0,107.13,0,0,0.04,0.08,7,11,0,0,0,0,1,31,0,1.81
Anthony Elanga,2026-03-14,Chelsea,Newcastle United,6.5,12,1273.0,4.0,106.08,0,0,0.0,0.0,1,1,0,0,1,0,0,3,0,3.14
Anthony Elanga,2026-03-18,FC Barcelona,Newcastle United,8.4,64,6833.0,12.0,106.77,2,0,1.14,0.1,9,15,1,0,0,0,1,24,0,1.76
Anthony Elanga,2026-03-22,Newcastle United,Sunderland,6.5,65,6947.0,12.0,106.88,0,0,0.09,0.0,13,17,0,0,0,0,1,26,0,1.73
Anthony Elanga,2026-03-26,Ukraine,Sweden,6.4,89,9521.0,17.0,106.98,0,0,0.0,0.0,16,21,0,0,0,0,1,39,0,1.79
Anthony Elanga,2026-03-31,Sweden,Poland,7.1,69,7325.0,13.0,106.16,1,0,0.0,0.0,7,8,0,0,0,0,0,19,0,1.77
Anthony Elanga,2026-04-12,Crystal Palace,Newcastle United,,1,109.0,0.0,109.0,0,0,0.0,0.0,0,1,0,0,0,0,0,1,0,0.0
Anthony Elanga,2026-04-18,Newcastle United,Bournemouth,6.6,62,6665.0,12.0,107.5,0,0,0.0,0.03,14,21,0,0,0,0,1,34,0,1.8
Anthony Elanga,2026-04-25,Arsenal,Newcastle United,6.5,12,1310.0,2.0,109.17,0,0,0.0,0.0,4,5,0,0,0,0,1,9,0,1.53
