Nom,Match_Date,Home_Team,Away_Team,Rating,Minutes_Played,distanceRun,sprints,kpi_work_rate,Goals,Assists,Expected_Goals,Expected_Assists,Accurate_Passes,Total_Passes,Key_Passes,Tackles,Interceptions,Clearances,Ball_Recovery,Touches,Successful_Dribbles,kpi_explosivity
Kelvin Amian,2025-11-23,Nantes,Lorient,6.8,90,9807.0,19.0,108.97,0,0,0.0,0.13,46,59,0,0,1,0,3,76,0,1.94
Kelvin Amian,2025-11-30,Olympique Lyonnais,Nantes,7.5,90,9685.0,17.0,107.61,0,0,0.0,0.0,25,31,0,0,0,0,1,53,0,1.76
Kelvin Amian,2025-12-06,Nantes,RC Lens,6.7,90,9723.0,17.0,108.03,0,0,0.0,0.0,20,26,0,0,0,0,4,53,0,1.75
Kelvin Amian,2025-12-12,Angers,Nantes,5.4,90,9677.0,17.0,107.52,0,0,0.1,0.01,24,31,0,0,0,0,1,51,0,1.76
Kelvin Amian,2025-12-21,US Concarneau,Nantes,5.8,90,9823.0,19.0,109.14,0,0,0.0,0.0,44,52,1,0,1,0,7,68,0,1.93
Kelvin Amian,2026-01-04,Olympique de Marseille,Nantes,7.2,90,9652.0,17.0,107.24,0,0,0.09,0.01,27,32,0,0,0,0,0,48,0,1.76
Kelvin Amian,2026-01-11,Nantes,Nice,6.6,90,9702.0,17.0,107.8,0,0,0.0,0.0,27,30,0,0,0,0,1,57,0,1.75
Kelvin Amian,2026-01-18,Nantes,Paris FC,6.2,90,9719.0,17.0,107.99,0,0,0.0,0.02,30,33,0,0,0,0,2,58,0,1.75
Kelvin Amian,2026-01-25,Nantes,Nice,5.8,90,9714.0,20.0,107.93,0,0,0.06,0.13,26,32,2,0,2,0,1,60,0,2.06
Kelvin Amian,2026-01-31,Lorient,Nantes,6.4,90,9765.0,17.0,108.5,0,0,0.03,0.01,47,53,0,0,0,0,2,69,0,1.74
Kelvin Amian,2026-02-07,Nantes,Olympique Lyonnais,6.6,71,7627.0,15.0,107.42,0,0,0.0,0.24,23,28,1,0,1,0,0,41,0,1.97
Kelvin Amian,2026-02-13,AS Monaco,Nantes,,0,,,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0
Kelvin Amian,2026-03-07,Nantes,Angers,,0,,,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0
Kelvin Amian,2026-03-22,Nantes,RC Strasbourg,6.1,90,9664.0,17.0,107.38,0,0,0.0,0.02,16,20,1,0,0,0,2,45,0,1.76
Kelvin Amian,2026-04-05,Metz,Nantes,,1,122.0,0.0,122.0,0,0,0.0,0.0,1,1,0,0,0,0,1,1,0,0.0
