Nom,Match_Date,Home_Team,Away_Team,Rating,Minutes_Played,distanceRun,sprints,kpi_work_rate,Goals,Assists,Expected_Goals,Expected_Assists,Accurate_Passes,Total_Passes,Key_Passes,Tackles,Interceptions,Clearances,Ball_Recovery,Touches,Successful_Dribbles,kpi_explosivity
Ibrahim Mbaye,2026-02-17,AS Monaco,Paris Saint-Germain,,0,,,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0
Ibrahim Mbaye,2026-02-21,Paris Saint-Germain,Metz,6.5,45,4880.0,9.0,108.44,0,0,0.12,0.04,22,25,1,0,0,0,0,37,0.0,1.84
Ibrahim Mbaye,2026-02-25,Paris Saint-Germain,AS Monaco,,0,,,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0
Ibrahim Mbaye,2026-02-28,Le Havre,Paris Saint-Germain,6.7,19,2041.0,4.0,107.42,0,0,0.43,0.02,4,7,1,0,0,0,0,11,0.0,1.96
Ibrahim Mbaye,2026-03-06,Paris Saint-Germain,AS Monaco,,0,,,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0
Ibrahim Mbaye,2026-03-11,Paris Saint-Germain,Chelsea,,0,,,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0
Ibrahim Mbaye,2026-03-17,Chelsea,Paris Saint-Germain,,0,,,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0
Ibrahim Mbaye,2026-03-21,Nice,Paris Saint-Germain,6.7,14,1533.0,3.0,109.5,0,0,0.0,0.01,8,9,0,0,0,0,0,15,0.0,1.96
Ibrahim Mbaye,2026-03-28,Senegal,Peru,7.8,67,7249.0,14.0,108.19,0,0,0.0,0.0,23,24,1,0,1,0,3,42,0.0,1.93
Ibrahim Mbaye,2026-04-03,Paris Saint-Germain,Toulouse,,0,,,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0
Ibrahim Mbaye,2026-04-08,Paris Saint-Germain,Liverpool,,0,,,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0
Ibrahim Mbaye,2026-04-14,Liverpool,Paris Saint-Germain,,0,,,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0
Ibrahim Mbaye,2026-04-22,Paris Saint-Germain,Nantes,6.9,25,2751.0,5.0,110.04,0,0,0.0,0.03,18,19,2,0,0,0,2,24,0.0,1.82
Ibrahim Mbaye,2026-04-25,Angers,Paris Saint-Germain,6.8,27,2956.0,5.0,109.48,0,0,0.22,0.03,12,12,1,0,0,0,3,20,0.0,1.69
Ibrahim Mbaye,2026-04-28,Paris Saint-Germain,FC Bayern München,,0,,,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0
